    0.10000E-03    0.57854E+03
    0.10202E-03    0.58975E+03
    0.10408E-03    0.60118E+03
    0.10618E-03    0.61282E+03
    0.10833E-03    0.62469E+03
    0.11052E-03    0.63679E+03
    0.11275E-03    0.64912E+03
    0.11503E-03    0.66169E+03
    0.11735E-03    0.67451E+03
    0.11972E-03    0.68757E+03
    0.12214E-03    0.70089E+03
    0.12461E-03    0.71446E+03
    0.12712E-03    0.72829E+03
    0.12969E-03    0.74239E+03
    0.13231E-03    0.75677E+03
    0.13499E-03    0.77142E+03
    0.13771E-03    0.78635E+03
    0.14049E-03    0.80158E+03
    0.14333E-03    0.81709E+03
    0.14623E-03    0.83291E+03
    0.14918E-03    0.84903E+03
    0.15220E-03    0.86546E+03
    0.15527E-03    0.88221E+03
    0.15841E-03    0.89929E+03
    0.16161E-03    0.91669E+03
    0.16487E-03    0.93442E+03
    0.16820E-03    0.95250E+03
    0.17160E-03    0.97093E+03
    0.17507E-03    0.98971E+03
    0.17860E-03    0.10089E+04
    0.18221E-03    0.10284E+04
    0.18589E-03    0.10483E+04
    0.18965E-03    0.10685E+04
    0.19348E-03    0.10892E+04
    0.19739E-03    0.11103E+04
    0.20138E-03    0.11317E+04
    0.20544E-03    0.11536E+04
    0.20959E-03    0.11759E+04
    0.21383E-03    0.11986E+04
    0.21815E-03    0.12218E+04
    0.22255E-03    0.12454E+04
    0.22705E-03    0.12694E+04
    0.23164E-03    0.12940E+04
    0.23632E-03    0.13190E+04
    0.24109E-03    0.13444E+04
    0.24596E-03    0.13704E+04
    0.25093E-03    0.13968E+04
    0.25600E-03    0.14238E+04
    0.26117E-03    0.14513E+04
    0.26645E-03    0.14793E+04
    0.27183E-03    0.15078E+04
    0.27732E-03    0.15369E+04
    0.28292E-03    0.15666E+04
    0.28864E-03    0.15968E+04
    0.29447E-03    0.16276E+04
    0.30042E-03    0.16589E+04
    0.30649E-03    0.16909E+04
    0.31268E-03    0.17235E+04
    0.31899E-03    0.17567E+04
    0.32544E-03    0.17905E+04
    0.33201E-03    0.18250E+04
    0.33872E-03    0.18601E+04
    0.34556E-03    0.18959E+04
    0.35254E-03    0.19324E+04
    0.35966E-03    0.19696E+04
    0.36693E-03    0.20075E+04
    0.37434E-03    0.20461E+04
    0.38190E-03    0.20854E+04
    0.38962E-03    0.21255E+04
    0.39749E-03    0.21663E+04
    0.40552E-03    0.22079E+04
    0.41371E-03    0.22503E+04
    0.42207E-03    0.22934E+04
    0.43060E-03    0.23374E+04
    0.43929E-03    0.23822E+04
    0.44817E-03    0.24279E+04
    0.45722E-03    0.24744E+04
    0.46646E-03    0.25218E+04
    0.47588E-03    0.25701E+04
    0.48550E-03    0.26193E+04
    0.49530E-03    0.26694E+04
    0.50531E-03    0.27204E+04
    0.51552E-03    0.27724E+04
    0.52593E-03    0.28253E+04
    0.53656E-03    0.28793E+04
    0.54739E-03    0.29342E+04
    0.55845E-03    0.29902E+04
    0.56973E-03    0.30472E+04
    0.58124E-03    0.31052E+04
    0.59299E-03    0.31643E+04
    0.60496E-03    0.32245E+04
    0.61719E-03    0.32858E+04
    0.62965E-03    0.33483E+04
    0.64237E-03    0.34118E+04
    0.65535E-03    0.34766E+04
    0.66859E-03    0.35425E+04
    0.68210E-03    0.36096E+04
    0.69588E-03    0.36780E+04
    0.70993E-03    0.37476E+04
    0.72427E-03    0.38184E+04
    0.73891E-03    0.38905E+04
    0.75383E-03    0.39640E+04
    0.76906E-03    0.40387E+04
    0.78460E-03    0.41148E+04
    0.80045E-03    0.41923E+04
    0.81662E-03    0.42711E+04
    0.83311E-03    0.43514E+04
    0.84994E-03    0.44330E+04
    0.86711E-03    0.45162E+04
    0.88463E-03    0.46007E+04
    0.90250E-03    0.46868E+04
    0.92073E-03    0.47744E+04
    0.93933E-03    0.48636E+04
    0.95831E-03    0.49543E+04
    0.97767E-03    0.50465E+04
    0.99742E-03    0.51404E+04
    0.10176E-02    0.52359E+04
    0.10381E-02    0.53331E+04
    0.10591E-02    0.54319E+04
    0.10805E-02    0.55324E+04
    0.11023E-02    0.56346E+04
    0.11246E-02    0.57386E+04
    0.11473E-02    0.58443E+04
    0.11705E-02    0.59519E+04
    0.11941E-02    0.60612E+04
    0.12182E-02    0.61723E+04
    0.12429E-02    0.62853E+04
    0.12680E-02    0.64002E+04
    0.12936E-02    0.65170E+04
    0.13197E-02    0.66357E+04
    0.13464E-02    0.67563E+04
    0.13736E-02    0.68789E+04
    0.14013E-02    0.70035E+04
    0.14296E-02    0.71301E+04
    0.14585E-02    0.72587E+04
    0.14880E-02    0.73894E+04
    0.15180E-02    0.75221E+04
    0.15487E-02    0.76569E+04
    0.15800E-02    0.77938E+04
    0.16119E-02    0.79329E+04
